date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20250627,0,PM2.5,35,33,38,33,44,39,44,49,31,29,40,34,42,48,44,58,61,41,52,49,45,55,72,55,45,36,34,29,31,29,28,44,52,29,49
20250627,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,0,PM10,73,59,73,76,91,73,85,95,62,73,83,69,84,88,71,102,95,70,74,96,80,101,159,114,80,64,63,63,68,53,74,117,101,64,88
20250627,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,0,AQI,62,55,62,63,71,62,68,73,56,62,67,60,67,69,62,79,83,60,72,73,65,76,105,82,65,57,57,57,59,52,62,84,76,57,69
20250627,1,PM2.5,32,31,32,31,39,37,36,39,33,28,37,32,39,46,50,57,59,43,54,48,43,26,33,53,47,33,32,29,30,30,28,43,54,31,41
20250627,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,1,PM10,66,54,62,69,84,68,67,76,62,71,74,67,75,79,76,93,87,72,81,88,76,52,71,119,87,59,59,60,66,52,68,88,105,69,77
20250627,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,1,AQI,58,52,56,60,67,59,59,63,56,61,62,59,63,65,69,78,80,61,74,69,63,51,61,85,69,55,55,55,58,51,59,69,78,60,64
20250627,2,PM2.5,32,32,33,31,35,37,34,45,35,30,37,33,40,48,51,51,53,44,55,48,45,26,33,56,51,35,32,31,31,29,27,43,51,34,39
20250627,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,2,PM10,63,54,65,69,71,67,64,85,63,76,78,69,77,81,71,79,79,72,81,83,77,53,71,123,98,62,63,60,67,50,69,85,97,72,70
20250627,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,2,AQI,57,52,58,60,61,59,57,68,57,63,64,60,64,67,70,70,73,62,75,67,64,52,61,87,74,56,57,55,59,50,60,68,74,61,60
20250627,3,PM2.5,31,31,33,33,36,35,36,48,35,31,39,33,44,49,53,52,54,48,60,53,45,45,53,55,57,37,34,38,34,31,31,40,45,37,39
20250627,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,3,PM10,63,53,67,71,71,64,68,91,65,76,84,70,83,80,71,79,80,76,74,89,75,84,112,111,109,65,67,71,71,53,55,80,86,76,67
20250627,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,3,AQI,57,52,59,61,61,57,59,71,58,63,67,60,67,68,73,72,74,67,82,73,63,67,81,81,80,58,59,61,61,52,53,65,68,63,59
20250627,4,PM2.5,32,32,34,35,36,34,38,45,36,33,40,34,45,53,58,53,55,60,59,57,42,63,84,66,62,39,36,44,41,37,38,41,46,40,42
20250627,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,4,PM10,65,54,67,75,69,63,72,82,67,79,86,70,82,85,80,78,77,92,71,94,70,111,179,128,117,69,69,80,79,62,72,75,86,83,71
20250627,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,4,AQI,58,52,59,63,60,57,61,66,59,65,68,60,66,73,79,73,75,82,80,78,60,85,115,89,84,60,60,65,65,56,61,63,68,67,61
20250627,5,PM2.5,34,40,35,37,37,38,39,42,40,34,42,36,48,51,60,55,57,68,79,57,39,94,117,56,54,45,41,39,41,39,40,45,49,42,43
20250627,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,5,PM10,68,67,68,78,71,70,75,77,73,79,91,72,86,81,83,79,76,103,120,93,63,150,240,105,97,75,77,69,77,63,70,75,88,84,72
20250627,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,5,AQI,59,59,59,64,61,60,63,64,62,65,71,61,68,70,82,75,78,92,105,78,57,124,153,78,74,63,64,60,64,57,60,63,69,67,61
20250627,6,PM2.5,40,45,39,43,42,43,48,47,45,36,40,37,52,55,58,59,60,60,70,55,39,99,136,,62,49,43,40,45,43,43,51,53,46,46
20250627,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,6,PM10,76,73,72,84,79,76,89,83,85,84,91,73,89,83,80,83,79,90,107,87,63,153,274,,108,76,79,70,82,66,66,84,94,87,75
20250627,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,6,AQI,63,63,61,67,65,63,70,67,68,67,71,62,72,75,79,80,82,82,94,75,57,130,180,,84,68,65,60,66,60,60,70,73,69,64
20250627,7,PM2.5,42,46,47,44,51,48,52,55,48,45,46,41,67,71,61,59,55,60,74,51,40,100,130,,78,50,45,42,46,48,46,56,64,50,45
20250627,7,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,7,PM10,75,73,83,80,87,81,95,93,87,95,97,81,109,104,85,80,74,87,110,79,64,146,235,,129,76,79,71,82,68,69,88,108,88,73
20250627,7,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,7,AQI,63,64,67,65,70,67,73,75,69,73,74,66,90,95,83,80,75,82,99,70,57,132,172,,104,69,65,61,66,67,64,77,87,69,63
20250627,8,PM2.5,44,46,51,44,46,48,59,59,49,49,55,49,73,80,65,68,58,62,68,53,47,84,115,,74,52,48,45,48,57,49,71,64,52,51
20250627,8,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,8,PM10,74,72,82,77,81,78,101,94,87,89,102,89,121,115,93,90,80,89,93,84,74,121,194,,118,76,84,74,81,73,88,101,105,89,82
20250627,8,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,8,AQI,62,64,70,64,66,67,80,80,69,70,76,70,98,107,88,92,79,84,92,73,65,112,150,,99,72,67,63,67,78,69,95,87,72,70
20250627,9,PM2.5,44,47,45,47,48,47,53,57,52,52,53,53,74,84,81,78,69,73,97,99,88,46,67,,80,57,52,46,51,55,52,69,74,52,51
20250627,9,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,9,PM10,73,73,76,77,79,74,93,89,88,86,104,90,131,117,117,102,95,103,125,140,127,68,123,,122,81,88,74,83,68,92,99,116,85,87
20250627,9,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,9,AQI,62,65,63,65,67,65,73,78,72,72,77,73,99,112,108,104,93,98,128,130,117,64,90,,107,78,72,64,70,75,72,93,99,72,70
20250627,10,PM2.5,42,46,40,47,42,49,40,45,53,54,62,58,57,69,85,88,72,60,71,50,53,42,70,,54,61,57,50,51,55,44,63,74,50,57
20250627,10,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,10,PM10,70,71,67,74,76,76,85,64,89,89,111,95,104,96,121,113,98,84,87,66,75,63,127,,82,84,98,79,85,68,100,86,111,82,100
20250627,10,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,10,AQI,60,64,59,65,63,68,68,63,73,74,84,79,78,93,113,117,97,82,95,69,73,59,94,,74,83,78,69,70,75,75,85,99,69,78
20250627,11,PM2.5,45,54,41,51,50,54,30,39,49,52,56,49,63,76,73,70,59,43,47,42,46,44,76,,47,75,71,51,52,58,38,62,68,47,59
20250627,11,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,11,PM10,76,81,71,78,82,83,77,56,83,86,97,78,116,104,100,93,85,62,52,56,63,67,122,,70,99,116,80,88,71,96,83,109,80,94
20250627,11,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,11,AQI,63,74,61,70,69,74,64,55,68,72,77,68,85,102,98,94,80,60,65,59,64,62,102,,65,100,95,70,72,79,73,84,92,65,80
20250627,12,PM2.5,48,63,49,58,56,61,30,38,54,,53,43,65,71,69,64,52,47,50,40,36,43,82,,41,81,74,53,55,60,39,47,60,47,58
20250627,12,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,12,PM10,82,88,79,89,89,92,85,58,88,92,89,70,116,93,88,95,71,67,57,51,48,67,125,,61,102,114,82,94,75,70,74,98,80,88
20250627,12,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,12,AQI,67,85,68,79,77,83,68,54,74,71,73,60,88,95,93,87,72,65,69,57,52,60,109,,58,108,99,73,75,82,60,65,82,65,79
20250627,13,PM2.5,51,65,53,59,59,68,30,45,62,55,54,45,52,60,71,60,55,43,45,44,37,38,81,,38,85,73,49,51,63,31,54,66,41,56
20250627,13,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,13,PM10,87,89,82,76,102,100,91,71,97,90,93,72,102,75,90,83,75,58,51,53,50,60,122,,55,102,108,72,92,79,69,61,106,72,89
20250627,13,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,13,AQI,70,88,73,80,80,92,71,63,84,75,74,63,76,82,95,82,75,60,63,62,53,55,108,,54,113,98,68,71,85,60,74,89,61,77
20250627,14,PM2.5,57,61,43,47,43,72,30,54,60,46,60,49,47,58,60,41,35,35,38,54,56,34,73,,42,77,74,48,46,51,24,57,78,37,53
20250627,14,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,14,PM10,92,94,76,61,95,107,96,83,86,84,100,76,93,69,74,53,48,46,41,65,70,53,104,,59,88,105,70,83,63,73,75,118,66,81
20250627,14,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250627,14,AQI,78,83,63,65,73,97,73,74,82,67,82,68,72,79,82,58,50,50,54,74,77,52,98,,59,103,99,74,67,70,62,78,104,60,73
