date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20251002,0,PM2.5,42,30,27,32,31,40,25,20,29,23,21,27,15,16,12,19,23,17,16,17,13,17,22,40,28,34,44,35,26,47,35,21,15,34,21
20251002,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,0,PM10,90,59,73,80,72,78,67,40,84,79,67,74,32,31,28,56,54,31,27,38,30,37,40,70,58,99,117,93,73,95,,59,37,103,44
20251002,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,0,AQI,70,55,62,65,61,64,59,40,67,65,59,62,32,31,28,53,52,31,27,38,30,37,40,60,54,75,84,72,62,73,50,55,37,77,44
20251002,1,PM2.5,32,33,27,31,29,36,23,20,24,14,21,21,15,16,12,19,24,16,15,13,11,15,20,32,22,35,43,35,32,41,38,16,17,43,18
20251002,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,1,PM10,69,61,69,73,68,72,62,41,65,50,64,49,33,32,29,59,58,28,26,31,24,35,36,54,46,91,125,96,92,88,105,48,39,125,39
20251002,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,1,AQI,60,56,60,62,59,61,56,41,58,50,57,49,33,32,29,55,54,28,26,31,24,35,36,52,46,71,88,73,71,69,78,48,39,88,39
20251002,2,PM2.5,30,32,24,32,26,37,21,19,23,16,20,21,15,16,14,17,22,14,14,11,11,12,17,24,20,35,41,43,41,46,40,21,18,47,18
20251002,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,2,PM10,61,60,61,75,59,69,50,37,60,57,57,49,35,31,32,49,52,26,24,29,23,31,30,46,42,86,114,106,116,100,87,67,41,127,34
20251002,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,2,AQI,56,55,56,63,55,60,50,37,55,54,54,49,35,31,32,49,51,26,24,29,23,31,30,46,42,68,82,78,83,75,69,59,41,89,34
20251002,3,PM2.5,39,38,38,48,28,39,20,19,23,26,16,22,15,16,14,17,19,14,14,11,12,13,15,20,19,35,43,49,47,64,27,14,17,53,20
20251002,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,3,PM10,84,74,88,103,61,77,45,35,65,81,48,58,33,31,33,46,47,25,23,28,25,29,28,43,38,88,111,115,120,129,109,42,44,132,36
20251002,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,3,AQI,67,62,69,77,56,64,45,35,58,66,48,54,33,31,33,46,47,25,23,28,25,29,28,43,38,69,81,83,85,90,80,42,44,91,36
20251002,4,PM2.5,43,44,49,43,46,44,24,17,34,31,17,31,15,16,14,22,23,14,15,11,14,15,15,19,17,31,33,18,19,29,11,15,16,26,23
20251002,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,4,PM10,91,84,106,92,97,86,53,31,85,91,54,75,33,31,33,58,54,25,24,32,29,30,29,45,35,75,83,56,64,72,81,51,36,75,40
20251002,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,4,AQI,71,67,78,71,74,68,52,31,68,71,52,63,33,31,33,54,52,25,24,32,29,30,29,45,35,63,67,53,57,61,66,51,36,63,40
20251002,5,PM2.5,26,21,33,21,34,24,30,17,38,23,14,25,14,17,14,17,17,12,15,11,11,16,17,24,21,14,16,10,9,12,8,13,16,16,26
20251002,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,5,PM10,59,48,79,54,75,55,67,30,87,71,44,67,33,32,30,49,43,24,24,29,25,33,32,62,43,41,46,36,35,39,49,39,36,54,44
20251002,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,5,AQI,55,48,65,52,63,53,59,30,69,61,44,59,33,32,30,49,43,24,24,29,25,33,32,56,43,41,46,36,35,39,49,39,36,52,44
20251002,6,PM2.5,25,15,28,18,27,19,21,17,28,17,13,20,15,16,14,15,15,12,15,12,11,17,16,22,21,10,12,8,9,10,7,12,15,21,26
20251002,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,6,PM10,59,35,70,50,63,45,50,31,67,58,39,55,34,31,30,42,37,24,24,28,23,36,32,51,45,32,35,31,32,34,42,34,33,67,42
20251002,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,6,AQI,55,35,60,50,57,45,50,31,59,54,39,53,34,31,30,42,37,24,24,28,23,36,32,51,45,32,35,31,32,34,42,34,33,59,42
20251002,7,PM2.5,28,18,17,25,19,25,17,15,21,13,14,17,15,16,15,13,15,12,13,13,12,23,21,22,21,9,14,9,10,11,7,12,15,26,22
20251002,7,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,7,PM10,66,40,45,61,45,57,43,29,56,42,42,41,36,33,30,39,37,24,23,31,25,46,42,54,44,30,42,33,31,38,30,33,31,83,37
20251002,7,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,7,AQI,58,40,45,56,45,54,43,29,53,42,42,41,36,33,30,39,37,24,23,31,25,46,42,52,44,30,42,33,31,38,30,33,31,67,37
20251002,8,PM2.5,22,25,20,21,16,26,17,16,20,12,17,20,16,18,16,17,18,13,14,12,11,24,27,21,18,15,22,15,11,13,7,12,15,20,25
20251002,8,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,8,PM10,49,54,50,49,36,58,41,31,47,39,48,50,36,35,32,44,45,25,26,31,23,49,53,53,37,45,68,51,35,37,29,33,33,59,43
20251002,8,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,8,AQI,49,52,50,49,36,54,41,31,47,39,48,50,36,35,32,44,45,25,26,31,23,49,52,52,37,45,59,51,35,37,29,33,33,55,43
20251002,9,PM2.5,26,29,22,25,19,28,20,22,24,13,20,21,18,18,18,19,24,16,17,11,11,26,24,17,18,29,27,19,16,23,9,12,14,19,23
20251002,9,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,9,PM10,58,61,56,58,43,61,48,38,53,43,53,51,41,37,35,50,57,31,32,27,23,53,51,48,37,77,73,59,47,57,49,33,34,54,43
20251002,9,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,9,AQI,54,56,53,54,43,56,48,38,52,43,52,51,41,37,35,50,54,31,32,27,23,52,51,48,37,64,62,55,47,54,49,33,34,52,43
20251002,10,PM2.5,33,32,20,28,21,,22,24,26,19,26,23,17,20,19,19,20,18,20,14,17,15,15,18,19,34,29,26,23,32,9,13,16,27,23
20251002,10,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,10,PM10,69,69,51,60,50,69,52,38,58,58,57,55,41,41,35,52,50,37,43,34,32,32,37,54,43,83,71,70,60,70,44,37,36,71,54
20251002,10,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,10,AQI,60,60,51,55,50,60,51,38,54,54,54,53,41,41,35,51,50,37,43,34,32,32,37,52,43,67,61,60,55,60,44,37,36,61,52
20251002,11,PM2.5,36,35,30,,27,38,26,24,23,24,20,20,23,23,21,20,20,18,20,16,19,11,12,19,21,30,22,22,20,27,10,23,20,28,24
20251002,11,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,11,PM10,78,76,70,54,63,75,56,36,53,66,51,49,53,53,42,54,52,38,42,35,36,26,,59,44,77,59,58,56,56,31,58,46,71,59
20251002,11,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,11,AQI,64,63,60,52,57,63,53,36,52,58,51,49,52,52,42,52,51,38,42,35,36,30,29,55,44,64,55,54,53,53,31,54,46,61,55
20251002,12,PM2.5,34,26,28,27,28,38,33,34,25,27,25,22,30,32,28,17,16,20,21,19,18,9,,22,24,14,12,12,12,19,12,22,26,18,22
20251002,12,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,12,PM10,76,60,63,45,66,73,70,48,56,64,71,55,66,66,54,46,47,43,41,36,36,22,28,59,50,45,42,36,38,39,41,58,58,54,49
20251002,12,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,12,AQI,63,55,57,45,58,62,60,49,53,57,61,53,58,58,52,46,47,43,41,36,36,35,34,55,50,45,42,36,38,39,41,54,54,52,49
20251002,13,PM2.5,17,12,18,17,22,19,24,29,17,18,24,20,29,28,30,19,17,25,28,19,17,11,14,19,17,9,10,12,11,17,15,23,27,15,
20251002,13,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,13,PM10,44,32,45,,52,40,54,44,40,46,78,50,64,61,58,49,48,55,54,33,38,30,35,50,39,30,32,31,38,34,71,57,57,48,
20251002,13,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,13,AQI,44,36,45,36,51,40,52,44,40,46,64,50,57,56,54,49,48,53,52,36,38,38,37,50,39,37,38,37,40,39,61,54,54,48,
20251002,14,PM2.5,10,9,10,11,10,12,12,13,12,16,16,13,31,29,30,23,19,22,27,15,13,13,17,13,10,9,11,11,10,16,15,17,24,9,
20251002,14,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,14,PM10,29,25,27,22,26,29,30,26,32,45,58,38,67,63,61,51,53,51,54,27,32,39,38,29,27,30,32,28,32,30,74,43,49,34,
20251002,14,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,14,AQI,44,41,40,41,36,41,32,35,39,45,54,38,59,57,56,51,52,51,52,40,40,40,39,43,40,41,41,40,42,41,62,43,49,43,
20251002,15,PM2.5,10,9,9,11,10,11,12,11,11,14,12,11,28,26,31,29,25,14,15,18,15,13,15,13,10,11,11,10,10,16,11,15,21,8,
20251002,15,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,15,PM10,29,24,26,22,25,28,27,24,26,34,45,32,60,54,66,63,66,37,37,35,34,38,35,24,24,33,33,25,29,30,47,38,47,29,
20251002,15,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,15,AQI,46,42,41,42,38,42,34,37,38,40,45,35,55,52,58,57,58,41,41,46,45,42,42,45,43,44,42,40,43,43,47,42,47,44,
20251002,16,PM2.5,9,8,9,10,9,10,11,10,10,13,11,10,12,11,23,31,29,12,13,16,12,13,16,14,11,11,13,10,9,15,14,14,17,8,13
20251002,16,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,16,PM10,25,22,25,20,23,24,25,23,25,31,41,30,31,27,51,66,75,34,33,34,31,34,37,26,26,30,37,23,27,26,55,36,43,30,33
20251002,16,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,16,AQI,44,41,40,41,37,40,34,37,39,40,42,36,44,42,51,58,63,43,43,46,45,44,45,48,44,43,43,39,42,42,53,41,44,43,37
20251002,17,PM2.5,9,8,10,11,9,10,11,11,11,16,14,11,12,11,14,25,26,12,15,16,12,13,16,15,12,13,15,12,10,15,15,16,17,9,16
20251002,17,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,17,PM10,25,22,26,22,22,24,27,27,28,35,48,32,31,27,35,56,66,34,32,34,32,33,37,28,27,36,40,28,29,28,62,39,43,35,40
20251002,17,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,17,AQI,44,40,40,41,37,39,33,37,37,40,48,35,44,41,45,53,58,44,41,45,46,40,41,47,44,43,43,40,42,41,56,40,43,43,40
20251002,18,PM2.5,12,11,12,14,11,12,12,12,13,17,13,12,13,13,12,20,24,12,25,20,14,15,20,17,12,15,18,19,16,26,14,17,17,16,17
20251002,18,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,18,PM10,33,29,32,34,24,30,33,31,33,38,45,37,34,29,32,50,58,34,48,48,38,39,47,40,30,46,52,52,50,57,69,40,51,50,41
20251002,18,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,18,AQI,41,38,39,38,36,39,33,35,35,38,45,37,40,39,32,50,54,41,48,48,44,39,47,43,41,46,51,51,50,54,60,40,51,50,41
20251002,19,PM2.5,16,15,19,19,17,17,17,17,21,23,17,19,15,18,12,16,18,17,32,23,23,20,27,22,17,22,24,23,25,34,29,19,18,20,19
20251002,19,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,19,PM10,45,40,52,47,39,42,42,45,53,53,57,56,37,38,30,41,45,44,69,56,54,47,58,62,42,63,65,59,69,75,47,46,55,73,43
20251002,19,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,19,AQI,45,40,51,47,39,42,42,45,52,52,54,53,37,38,30,41,45,44,60,53,52,47,54,56,42,57,58,55,60,63,47,46,53,62,43
20251002,20,PM2.5,18,17,18,22,19,20,24,20,23,27,22,19,16,21,14,15,18,22,33,24,25,21,25,26,21,23,26,23,26,30,43,21,20,27,17
20251002,20,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,20,PM10,52,44,52,57,46,49,56,53,57,66,73,57,39,42,30,40,44,54,67,60,63,44,53,72,53,61,67,59,69,64,76,49,59,81,34
20251002,20,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,20,AQI,51,44,51,54,46,49,53,52,54,58,62,54,39,42,30,40,44,52,59,55,57,44,52,61,52,56,59,55,60,57,63,49,55,66,34
20251002,21,PM2.5,20,19,19,22,22,18,23,22,23,30,26,23,18,20,14,18,25,33,35,28,27,24,28,28,24,24,32,26,25,30,54,22,24,29,16
20251002,21,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,21,PM10,54,48,58,57,51,45,54,56,58,74,82,65,47,46,29,48,57,74,73,61,60,50,58,69,60,67,75,66,67,65,92,51,62,80,33
20251002,21,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,21,AQI,52,48,54,54,51,45,52,53,54,62,66,58,47,46,29,48,54,62,62,56,55,50,54,60,55,59,63,58,59,58,74,51,56,65,33
20251002,22,PM2.5,24,21,21,24,22,25,23,22,24,34,28,26,18,19,14,22,31,40,35,24,26,26,32,38,42,30,44,28,24,35,56,22,19,33,17
20251002,22,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,22,PM10,62,49,60,64,50,58,56,53,62,76,82,66,53,45,29,55,66,79,69,57,54,50,64,86,89,79,94,71,65,73,82,49,47,84,35
20251002,22,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,22,AQI,56,49,55,57,50,54,53,52,56,63,66,58,52,45,29,53,58,65,60,54,52,50,57,68,70,65,72,61,58,62,77,49,47,67,35
20251002,23,PM2.5,29,24,26,26,25,27,23,22,26,32,29,28,17,18,14,29,34,36,29,23,27,24,28,47,42,45,56,32,24,38,56,20,21,40,19
20251002,23,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,23,PM10,72,53,69,67,56,62,56,49,70,81,89,71,46,40,29,66,68,69,62,58,56,47,55,95,82,101,112,74,64,77,88,43,48,115,43
20251002,23,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20251002,23,AQI,61,52,60,59,53,56,53,49,60,66,70,61,46,40,29,58,59,60,56,54,53,47,53,73,66,76,81,62,57,64,77,43,48,83,43
